frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
60,1.4064851609190805,6.260287011512282,0.99,True,True,False,False
61,1.408028990387994,6.260292133675463,0.995,True,True,False,False
62,1.4039683591503533,6.26149437844737,1.0,True,True,False,False
63,1.4050723801924487,6.268338767847283,0.97,True,True,False,False
64,1.4093574063504393,6.278111021183452,0.99,True,True,False,False
65,1.4145023098060776,6.283031089337998,0.985,True,True,False,False
66,1.4132421154329058,6.2820913164089465,0.995,True,True,False,False
67,1.4157373747888273,6.281311648512306,0.97,True,True,False,False
68,1.412691004020017,6.29094533994232,0.99,True,True,False,False
69,1.4143353620073582,6.2904433440170955,0.96,True,True,False,False
70,1.4137250104448582,6.279323857578019,0.955,True,True,False,False
71,1.4026848277702257,6.251115906626065,0.995,True,True,False,False
72,1.4165739160011743,6.275783875544883,0.98,True,True,False,False
73,1.4197980041187066,6.291782862030925,0.985,True,True,False,False
74,1.4280036435717118,6.308942139785492,0.94,True,True,False,False
75,1.4280377536154898,6.322531085725751,0.89,True,True,False,False
76,1.42743099382579,6.327606019277665,0.955,True,True,False,False
77,1.4265136689746876,6.334209240239491,0.98,True,True,False,False
78,1.4372091849679354,6.35654667169241,0.95,True,True,False,False
79,1.4450234766359922,6.368303688606384,0.965,True,True,False,False
80,1.447089693898973,6.361414276835862,0.96,True,True,False,False
81,1.441783222450414,6.362592760597221,0.95,True,True,False,False
82,1.4502078731444419,6.375110747409593,0.93,True,True,False,False
83,1.449324651157232,6.383168030054928,0.945,True,True,False,False
84,1.461761469707847,6.391903679083561,0.885,True,True,False,False
85,1.4802856364748265,6.43943654621037,0.915,True,True,False,False
86,1.498400519485988,6.490571395950889,0.92,True,True,False,False
87,1.5142822219091099,6.5310821685039055,0.925,True,True,False,False
88,1.5261499681912851,6.571281691527865,0.955,True,True,False,False
89,1.5367323884991835,6.586635296081639,0.92,True,True,False,False
90,1.5455340133322513,6.606379948218147,0.85,True,True,False,False
91,1.5340576039878557,6.589144668001527,0.795,True,True,False,False
92,1.5341545502207272,6.596059746811343,0.765,True,True,False,False
93,1.5299305632729792,6.604963602821485,0.72,True,True,False,False
94,1.526828532422986,6.6110395121287215,0.86,True,True,False,False
95,1.5254283160660866,6.62925454904324,0.87,True,True,False,False
96,1.534244312134581,6.65225941291618,0.86,True,True,False,False
97,1.533007453440666,6.684240504433539,0.885,True,True,False,False
98,1.537217073993287,6.706325728222705,0.865,True,True,False,False
99,1.5562115717634146,6.761427326667464,0.815,True,True,False,False
100,1.5682767893100693,6.761708958518271,0.845,True,True,False,False
101,1.5812288137011,6.757764447381605,0.85,True,True,False,False
102,1.5766673294318176,6.740621875503615,0.805,True,True,False,False
103,1.5814514076337218,6.770615326477209,0.82,True,True,False,False
104,1.601368614224311,6.821010488165655,0.89,True,True,False,False
105,1.5984909850491733,6.8398911956702095,0.89,True,True,False,False
106,1.6051958801295725,6.86274878428218,0.81,True,True,False,False
107,1.5975862293372054,6.867524855188966,0.915,True,True,False,False
108,1.5996955404232116,6.882764962649213,0.865,True,True,False,False
109,1.5950784117602146,6.902366952936124,0.88,True,True,False,False
110,1.6150422917588723,6.94644037811835,0.9,True,True,False,False
111,1.6315576818749102,6.993271138318093,0.925,True,True,False,False
112,1.6361209567616917,7.0220530127011,0.935,True,True,False,False
113,434.1664122947843,7.073788602249311,0.94,False,False,False,False
114,442.2459811877498,7.106140541944967,0.915,False,False,False,False
115,417.3426420302824,7.131088838020219,0.915,False,False,False,False
116,422.1012482724465,7.127499070561023,0.915,False,False,False,False
117,435.5539315865958,7.119195654179841,0.93,False,False,False,False
118,473.13994973294666,7.134058491880114,0.935,False,False,False,False
119,483.0114104549745,7.152961534056434,0.885,False,False,False,False
120,481.4057992211959,7.159962040966779,0.79,False,False,False,False
121,474.81203839600494,7.163880666635781,0.845,False,False,False,False
122,474.561896246323,7.184235318731215,0.875,False,False,False,False
123,493.2762125998116,7.192939904518563,0.87,False,False,False,False
124,506.343593358913,7.193055227009175,0.9,False,False,False,False
125,509.77393392865,7.177623308799511,0.85,False,False,False,False
126,481.72428680809094,7.150812028793082,0.885,False,False,False,False
127,484.4215199824094,7.134622569366998,0.805,False,False,False,False
128,479.6665608894989,7.132044678022152,0.825,False,False,False,False
129,1.6767865341014927,7.116495461279156,0.615,True,True,False,False
130,1.680996165527063,7.140815998947031,0.745,True,True,False,False
131,1.6837517232295758,7.156960451739208,0.765,True,True,False,False
132,1.6897152124881543,7.181169194917475,0.8,True,True,False,False
133,1.6914726586200322,7.209403965366214,0.82,True,True,False,False
134,1.698477346949589,7.226937989156662,0.765,True,True,False,False
135,1.6893454152691116,7.243050275277464,0.865,True,True,False,False
136,1.697954962913037,7.271340217345508,0.875,True,True,False,False
137,1.6951168267649301,7.300041928880987,0.91,True,True,False,False
138,1.693937408148108,7.31869570201579,0.895,True,True,False,False
139,1.7130791157658074,7.339516424419423,0.76,True,True,False,False
140,1.7124561895858046,7.355395810437298,0.775,True,True,False,False
141,1.7273002945395848,7.37690065487398,0.66,True,True,False,False
142,1.7172079250235817,7.385195239598662,0.805,True,True,False,False
143,1.722182312316445,7.381260180787326,0.75,True,True,False,False
144,1.7212685887189418,7.3811946774689225,0.85,True,True,False,False
145,1.727987845257492,7.379818319463612,0.82,True,True,False,False
146,1.7332440154646302,7.3795024501302855,0.9,True,True,False,False
147,1.7447114683249418,7.374145491792177,0.785,True,True,False,False
148,1.743088664570791,7.3627625644905486,0.755,True,True,False,False
149,1.735766235413513,7.353071795659293,0.715,True,True,False,False
150,1.7316804582601133,7.318850153012821,0.75,True,True,False,False
151,1.7294167886040204,7.297596898001387,0.845,True,True,False,False
152,1.7274277514961762,7.2827452538240465,0.78,True,True,False,False
153,1.7237046167099765,7.2617427393280085,0.725,True,True,False,False
154,1.7170176702715896,7.221204149684903,0.715,True,True,False,False
155,1.7217209578610984,7.194405346646498,0.8,True,True,False,False
156,1.7245357726188213,7.189172440345759,0.725,True,True,False,False
157,1.7304274555534174,7.1822426954763525,0.805,True,True,False,False
158,1.7236848679503305,7.1784069481901955,0.87,True,True,False,False
159,1.7251335588190382,7.194186470936096,0.765,True,True,False,False
160,1.7389616093801328,7.184921934671831,0.735,True,True,False,False
161,1.7354520894329237,7.19305674455271,0.705,True,True,False,False
162,1.7249791746810852,7.189781989303782,0.73,True,True,False,False
163,1.7320484801559715,7.187435777336905,0.855,True,True,False,False
164,1.7321059236554337,7.172150578182386,0.845,True,True,False,False
165,1.7352061537948396,7.168445719765274,0.79,True,True,False,False
166,1.7474383126306232,7.157393403826958,0.72,True,True,False,False
167,1.753313849489994,7.143354419874649,0.685,True,True,False,False
168,1.7510609241576292,7.122102567298361,0.675,True,True,False,False
169,1.7341164832606035,7.086221360198513,0.635,True,True,False,False
170,1.7250258464585333,7.068620268711081,0.715,True,True,False,False
171,1.7167878894934554,7.08446354732747,0.65,True,True,False,False
172,1.7110972548818868,7.094182526535443,0.655,True,True,False,False
173,664.4769574320751,7.207931173802461,0.615,False,False,False,False
174,629.5021440438204,7.226317308785526,0.725,False,False,False,False
175,642.9996152690846,7.227021477010952,0.78,False,False,False,False
176,654.2425320576297,7.24040666575692,0.67,False,False,False,False
177,638.0933289947052,7.235786830767542,0.725,False,False,False,False
178,665.7609221819743,7.246838236245118,0.81,False,False,False,False
179,669.2960790246725,7.24910296294126,0.755,False,False,False,False
180,657.3191405445931,7.256464380305997,0.87,False,False,False,False
181,703.3258916067416,7.243894337206572,0.86,False,False,False,False
182,728.2151848027116,7.251268785048636,0.835,False,False,False,False
183,726.7541611534785,7.2642881315795576,0.81,False,False,False,False
184,737.7015936602016,7.280880932729966,0.84,False,False,False,False
185,730.3700474016885,7.285808386933695,0.835,False,False,False,False
186,725.7232979535927,7.266537999875034,0.775,False,False,False,False
187,719.6826235648747,7.242685545413719,0.715,False,False,False,False
188,722.8866549847827,7.231275268834416,0.725,False,False,False,False
189,793.9957239474702,7.236896388178005,0.825,False,False,False,False
190,818.5667046676116,7.236885221201959,0.75,False,False,False,False
191,831.0841186996839,7.25339396497292,0.86,False,False,False,False
192,743.3827141151992,7.262861913376197,0.81,False,False,False,False
193,835.4754041678733,7.2823000232716435,0.725,False,False,False,False
194,858.4100554125017,7.3110586180323445,0.69,False,False,False,False
195,807.7316060769388,7.314640063671353,0.66,False,False,False,False
196,781.5061806890192,7.277241074237429,0.645,False,False,False,False
197,790.9399053327269,7.253173965362771,0.755,False,False,False,False
198,820.9274780558468,7.283742120001833,0.8,False,False,False,False
199,829.7366557896723,7.350157363371153,0.695,False,False,False,False
200,850.577113030198,7.391293600623442,0.725,False,False,False,False
201,783.9203663363048,7.444199705892045,0.825,False,False,False,False
202,858.5173606643851,7.464190502594805,0.84,False,False,False,False
203,777.1025336699264,7.479342110036001,0.78,False,False,False,False
204,782.3001851383661,7.47847197262182,0.75,False,False,False,False
205,747.6138531305508,7.511352678193573,0.82,False,False,False,False
206,773.8274697505394,7.535068966854354,0.785,False,False,False,False
207,760.4688654660013,7.541842353140332,0.76,False,False,False,False
208,764.1896972656122,7.544057895446934,0.745,False,False,False,False
209,788.6052777007396,7.547454307652552,0.865,False,False,False,False
210,731.1031252503473,7.530640003952405,0.845,False,False,False,False
211,756.856941405513,7.513501300958794,0.72,False,False,False,False
212,721.411214665442,7.487531830741762,0.755,False,False,False,False
213,711.9486468334015,7.450162983324436,0.795,False,False,False,False
214,646.715138120016,7.395529937224321,0.535,True,False,False,True
215,712.6095739634882,7.319124649596077,0.595,True,False,False,True
216,670.8986753202607,7.416016179118891,0.66,True,False,False,True
217,784.3311146033129,7.482189278560115,0.755,True,False,False,True
218,737.4439878986801,7.453310202324297,0.535,True,False,False,True
219,722.2120793346174,7.356326925277904,0.29,True,False,False,True
220,702.1236015691238,7.253203636021693,0.385,True,False,False,True
221,698.2463466262084,7.457968200883805,0.225,True,False,False,True
222,728.872236994311,7.277751084510879,0.475,True,False,False,True
223,729.841276098481,7.380530203547174,0.28,True,False,False,True
224,732.7331615222334,7.395382041814729,0.435,True,False,False,True
225,816.6799293585303,7.410883868834341,0.565,True,False,False,True
226,777.7720388505562,7.385164402979246,0.45,True,False,False,True
227,848.5127846931582,7.398046695207069,0.45,True,False,False,True
228,767.1492614763496,7.409932574241108,0.495,True,False,False,True
229,799.195666144847,7.475607797308818,0.48,True,False,False,True
230,811.6832929954519,7.414965205116658,0.585,True,False,False,True
231,869.1038187213699,7.494785183131888,0.66,True,False,False,True
232,926.1072631714975,7.526332191814936,0.655,True,False,False,True
233,772.6628202525287,7.287501863945439,0.635,True,False,False,True
234,941.515794812315,7.446091916917497,0.485,True,False,False,True
235,909.6785056943583,7.5489857352073475,0.65,True,False,False,True
236,798.0565461944306,7.509211195603381,0.665,True,False,False,True
237,777.4451431654212,7.2899313788346936,0.48,True,False,False,True
238,731.8650241667295,7.4258478597884015,0.52,True,False,False,True
239,770.7886117073872,7.400690508951467,0.38,True,False,False,True
240,753.7048499804847,7.34543318533175,0.345,True,False,False,True
241,859.6600794837034,7.3670430540644265,0.365,True,False,False,True
242,808.4208782121384,7.327348167779448,0.245,True,False,False,True
243,803.3843322014725,7.444711975260377,0.275,True,False,False,True
244,767.8019804056205,7.348485530168322,0.685,True,False,False,True
245,785.3140213489016,7.319467430340498,0.53,True,False,False,True
246,814.655252542279,7.476299860908581,0.68,True,False,False,True
247,700.127270551276,7.255184466423055,0.37,True,False,False,True
248,790.5416906001658,7.385563255677528,0.445,True,False,False,True
249,832.6191604400898,7.37560780919993,0.56,True,False,False,True
250,817.352153292667,7.32298451232899,0.59,True,False,False,True
251,722.530588823564,7.356077377547169,0.29,True,False,False,True
252,928.2646358616902,7.487321523117127,0.435,True,False,False,True
253,714.6334633940644,7.267215888096975,0.5,True,False,False,True
254,771.1879667170494,7.260379844527467,0.285,True,False,False,True
255,854.9902159775313,7.411471992056129,0.36,True,False,False,True
256,738.2540785777398,7.308120627689633,0.275,True,False,False,True
257,790.0570330299843,7.332038957205892,0.385,True,False,False,True
258,793.4201731962188,7.386996637709863,0.59,True,False,False,True
259,837.9143462788352,7.415736918180954,0.405,True,False,False,True
260,892.2131149669799,7.441611181091526,0.65,True,False,False,True
261,729.3084193260528,7.339646961150238,0.34,True,False,False,True
262,949.5841835182398,7.488120514594449,0.43,True,False,False,True
263,835.9429462000883,7.39891762404,0.535,True,False,False,True
264,817.4513443022528,7.375058813989925,0.785,True,False,False,True
265,904.2036662777712,7.4682582358554725,0.415,True,False,False,True
266,790.4638767827649,7.457480124798989,0.34,True,False,False,True
267,998.606480602133,7.541618753915169,0.5,True,False,False,True
268,833.8925586303109,7.496344979626493,0.475,True,False,False,True
269,1003.0910928927614,7.489575262045553,0.715,True,False,False,True
270,800.7239923449297,7.540203250718449,0.48,True,False,False,True
271,911.4734586524685,7.5362092241886085,0.405,True,False,False,True
272,811.6492604676178,7.492106985754289,0.45,True,False,False,True
273,988.0897234746813,7.502142554763205,0.64,True,False,False,True
274,781.5422274018655,7.4823606502242725,0.36,True,False,False,True
275,943.9898219854671,7.566818233675354,0.53,True,False,False,True
276,885.0080182877689,7.516838481937047,0.665,True,False,False,True
277,798.7565369442794,7.431044891121501,0.305,True,False,False,True
278,899.1932588530524,7.452757129524253,0.465,True,False,False,True
279,891.0485271158173,7.426444376880656,0.395,True,False,False,True
280,895.453873290474,7.373232859250821,0.605,True,False,False,True
281,839.0131315168082,7.392402877949196,0.315,True,False,False,True
282,834.1790758633155,7.40546805231363,0.445,True,False,False,True
283,904.6541200905851,7.338932254569334,0.695,True,False,False,True
284,787.2355750062854,7.342318266522952,0.39,True,False,False,True
285,861.1426207817104,7.429829317190761,0.195,True,False,False,True
286,808.54906323789,7.401368284445097,0.36,True,False,False,True
287,838.6686608226468,7.406623241711797,0.395,True,False,False,True
288,912.9662559066342,7.460129773258062,0.495,True,False,False,True
289,945.0628126570375,7.505484665840955,0.745,True,False,False,True
290,802.3504296291111,7.476554887038561,0.485,True,False,False,True
291,946.9319241185573,7.4317334205503585,0.355,True,False,False,True
292,931.3382377928593,7.432688860128133,0.445,True,False,False,True
293,850.4367608039456,7.518440532462594,0.425,True,False,False,True
294,908.784089623538,7.432571253821402,0.4,True,False,False,True
295,737.873906521233,7.431960172255609,0.435,True,False,False,True
296,877.1395989039648,7.452841533452592,0.71,True,False,False,True
297,918.3197102494584,7.5203419418741415,0.465,True,False,False,True
298,911.6816453315208,7.515247510422254,0.68,True,False,False,True
299,916.4688772771469,7.488951339603506,0.67,True,False,False,True
300,806.4590380649537,7.385697155897306,0.305,True,False,False,True
301,880.4220401497759,7.466048513822695,0.47,True,False,False,True
302,924.0994225653294,7.481476872926644,0.49,True,False,False,True
303,730.6393844624723,7.4945450036877865,0.65,True,False,False,True
304,813.3211090372921,7.5065380764380265,0.405,True,False,False,True
305,826.8135583334727,7.3839069264786374,0.5,True,False,False,True
306,878.4442788416127,7.453184924510129,0.53,True,False,False,True
307,837.6415617799025,7.539192473556094,0.71,True,False,False,True
308,878.7323246271217,7.566888654308517,0.715,True,False,False,True
